pba_code,pba_label,cendiv,cendiv_label,pubclim,pubclim_label,sqft,floor_count,year_built_category,operating_hours,occupancy_pct,site_eui,weight
2,Office,7,West South Central,7,Withheld for confidentiality,1700000,4,7,72,75.0,35.1632,14.9
6,Food sales,9,Pacific,2,Cool,2350,1,4,140,,277.6894,3075.23
14,Education,3,East North Central,2,Cool,156000,3,7,50,,42.3304,100.08
2,Office,5,South Atlantic,3,Mixed mild,83000,3,4,54,85.0,52.1426,12.83
26,Service,3,East North Central,3,Mixed mild,8400,1,4,45,,43.294,1829.53
14,Education,6,East South Central,4,Warm,31000,3,2,78,,55.5092,611.8
25,Retail other than mall,7,West South Central,3,Mixed mild,220000,1,7,168,,103.9048,14.9
6,Food sales,2,Middle Atlantic,2,Cool,3000,1,4,70,,173.9503,1218.03
18,Lodging,1,New England,7,Withheld for confidentiality,110000,6,7,168,,66.7368,97.52
23,Strip shopping center,6,East South Central,4,Warm,48500,1,8,75,100.0,133.5565,395.28
2,Office,8,Mountain,2,Cool,43500,4,8,42,100.0,65.0897,9.01
15,Food service,3,East North Central,3,Mixed mild,1600,1,8,84,,226.8944,1265.79
2,Office,9,Pacific,4,Warm,40500,3,8,65,65.0,32.0244,312.77
5,Nonrefrigerated warehouse,7,West South Central,5,Hot or very hot,126000,1,8,50,,9.8817,31.35
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,128000,1,7,168,,77.1094,66.03
23,Strip shopping center,7,West South Central,5,Hot or very hot,12000,1,4,75,87.0,90.4259,841.34
18,Lodging,3,East North Central,7,Withheld for confidentiality,162000,5,4,168,,106.7372,8.93
26,Service,8,Mountain,3,Mixed mild,1300,2,7,50,,105.6362,2990.63
15,Food service,3,East North Central,2,Cool,1200,1,4,50,,261.045,3816.56
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,240000,2,6,126,,32.6498,32.81
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,250000,1,8,60,,23.0436,32.47
14,Education,3,East North Central,2,Cool,90000,2,6,90,,55.5773,282.95
13,Public assembly,7,West South Central,4,Warm,255000,4,3,112,,85.356,8.44
14,Education,6,East South Central,4,Warm,7500,1,4,50,,74.7521,4468.96
18,Lodging,5,South Atlantic,7,Withheld for confidentiality,375000,12,7,168,,76.5585,8.84
5,Nonrefrigerated warehouse,3,East North Central,3,Mixed mild,20000,5,2,0,,38.8022,946.18
2,Office,3,East North Central,2,Cool,5000,1,2,50,100.0,33.5598,3075.23
2,Office,2,Middle Atlantic,2,Cool,2300,3,2,45,100.0,68.2087,1218.03
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,250000,1,3,50,,18.8842,28.53
5,Nonrefrigerated warehouse,7,West South Central,3,Mixed mild,7800,1,5,40,,2.8097,2934.43
14,Education,3,East North Central,1,Cold or very cold,152000,2,3,80,,45.4769,290.39
13,Public assembly,8,Mountain,2,Cool,180000,2,7,96,,169.5499,8.57
2,Office,4,West North Central,3,Mixed mild,124000,3,8,55,100.0,52.2965,27.6
15,Food service,7,West South Central,5,Hot or very hot,3300,1,8,98,,243.7639,1218.03
17,Nursing,2,Middle Atlantic,3,Mixed mild,106000,3,8,168,,150.177,54.94
14,Education,9,Pacific,2,Cool,2700,2,2,40,,170.7378,4384.99
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,6300,1,2,48,,78.3919,3709.28
13,Public assembly,7,West South Central,5,Hot or very hot,64000,4,8,14,,98.3695,14.9
11,Refrigerated warehouse,1,New England,2,Cool,66000,2,4,168,,146.8512,105.74
2,Office,2,Middle Atlantic,3,Mixed mild,700000,18,2,168,75.0,46.431,8.76
14,Education,7,West South Central,4,Warm,280000,3,3,40,,63.4801,44.64
14,Education,8,Mountain,2,Cool,49000,1,9,60,,48.7997,99.04
13,Public assembly,4,West North Central,3,Mixed mild,26500,2,7,56,,54.6796,747.01
2,Office,8,Mountain,2,Cool,91000,4,6,50,100.0,38.5961,14.9
2,Office,6,East South Central,3,Mixed mild,6000,1,7,60,100.0,58.9597,1218.03
18,Lodging,3,East North Central,7,Withheld for confidentiality,80000,6,7,168,,114.298,100.08
25,Retail other than mall,5,South Atlantic,4,Warm,35000,1,7,50,,50.4757,591.56
2,Office,5,South Atlantic,3,Mixed mild,700000,18,7,50,85.0,21.3016,14.9
2,Office,4,West North Central,3,Mixed mild,800000,8,6,11,95.0,44.8818,14.9
13,Public assembly,8,Mountain,2,Cool,270000,3,5,168,,75.2715,8.6
13,Public assembly,4,West North Central,1,Cold or very cold,1001,1,2,12,,62.3626,2990.63
13,Public assembly,7,West South Central,5,Hot or very hot,5500,1,7,40,,27.2978,4468.96
14,Education,5,South Atlantic,3,Mixed mild,63000,1,7,47,,68.6393,288.37
5,Nonrefrigerated warehouse,6,East South Central,4,Warm,350000,2,6,100,,27.8807,27.17
25,Retail other than mall,7,West South Central,5,Hot or very hot,205000,1,8,133,,103.9437,14.9
14,Education,6,East South Central,3,Mixed mild,182000,1,8,65,,26.7845,145.49
91,Other,2,Middle Atlantic,3,Mixed mild,420000,3,8,168,,490.6579,48.85
2,Office,5,South Atlantic,4,Warm,120000,3,8,15,60.0,51.0204,9.07
26,Service,2,Middle Atlantic,2,Cool,26500,2,8,40,,43.0378,1489.41
16,Inpatient health care,6,East South Central,7,Withheld for confidentiality,800000,6,4,168,,155.412,8.78
23,Strip shopping center,5,South Atlantic,4,Warm,265000,1,7,168,100.0,210.2973,10.71
25,Retail other than mall,5,South Atlantic,4,Warm,5300,1,5,100,,62.5598,5337.59
5,Nonrefrigerated warehouse,8,Mountain,7,Withheld for confidentiality,2100000,2,7,75,,19.1585,14.9
2,Office,4,West North Central,2,Cool,12250,1,9,40,50.0,25.6301,1662.63
2,Office,1,New England,2,Cool,900000,18,7,168,98.0,80.1555,14.73
8,Outpatient health care,9,Pacific,4,Warm,225000,3,6,80,99.0,142.4105,9.16
5,Nonrefrigerated warehouse,6,East South Central,4,Warm,355000,1,4,43,,11.0389,69.6
25,Retail other than mall,8,Mountain,5,Hot or very hot,205000,1,7,168,,118.0587,14.67
14,Education,2,Middle Atlantic,1,Cold or very cold,108000,1,7,40,,64.4083,44.64
26,Service,5,South Atlantic,5,Hot or very hot,1200,1,6,50,,16.0725,2990.63
2,Office,5,South Atlantic,4,Warm,138000,6,7,168,89.0,38.4656,149.25
2,Office,3,East North Central,1,Cold or very cold,24000,2,8,40,100.0,57.8253,611.8
16,Inpatient health care,2,Middle Atlantic,7,Withheld for confidentiality,450000,12,4,168,,339.0933,8.78
14,Education,3,East North Central,1,Cold or very cold,270000,2,7,96,,63.188,43.95
16,Inpatient health care,4,West North Central,7,Withheld for confidentiality,265000,4,6,168,,181.6808,10.07
6,Food sales,2,Middle Atlantic,3,Mixed mild,1900,1,4,80,,212.9795,1779.2
14,Education,3,East North Central,7,Withheld for confidentiality,69000,2,7,80,,93.9302,221.3
2,Office,5,South Atlantic,4,Warm,110000,1,7,92,100.0,50.1311,125.04
15,Food service,3,East North Central,3,Mixed mild,1650,1,4,91,,553.8091,1195.14
14,Education,9,Pacific,4,Warm,24500,1,9,35,,23.446,4384.99
13,Public assembly,7,West South Central,5,Hot or very hot,144000,7,8,76,,104.2395,137.69
2,Office,8,Mountain,2,Cool,7000,2,4,45,100.0,39.6663,2990.63
14,Education,3,East North Central,2,Cool,67000,3,3,60,,86.1083,100.08
14,Education,3,East North Central,7,Withheld for confidentiality,21000,3,2,60,,99.865,1399.59
23,Strip shopping center,8,Mountain,5,Hot or very hot,37500,1,4,55,85.0,74.8593,841.34
16,Inpatient health care,3,East North Central,7,Withheld for confidentiality,900000,6,8,168,,148.1583,57.33
18,Lodging,2,Middle Atlantic,7,Withheld for confidentiality,205000,9,6,168,,89.7076,8.84
17,Nursing,9,Pacific,3,Mixed mild,400000,3,5,168,,29.8666,12.46
4,Laboratory,6,East South Central,4,Warm,85000,1,5,43,,17.3444,633.24
2,Office,5,South Atlantic,4,Warm,55000,3,8,44,85.0,27.4245,224.76
17,Nursing,3,East North Central,3,Mixed mild,176000,9,5,168,,76.3339,110.84
18,Lodging,9,Pacific,7,Withheld for confidentiality,255000,12,6,168,,70.526,15.06
2,Office,5,South Atlantic,3,Mixed mild,84000,3,3,44,90.0,82.8041,288.37
8,Outpatient health care,5,South Atlantic,4,Warm,42500,2,9,60,100.0,104.6213,687.8
2,Office,5,South Atlantic,3,Mixed mild,365000,12,5,70,100.0,47.452,9.07
2,Office,1,New England,3,Mixed mild,285000,9,6,60,75.0,80.1725,14.73
14,Education,8,Mountain,5,Hot or very hot,3600,1,3,60,,36.9908,4384.99
13,Public assembly,3,East North Central,2,Cool,7000,1,5,49,,123.791,3075.23
2,Office,4,West North Central,3,Mixed mild,44500,1,8,45,100.0,52.4972,48.85
2,Office,5,South Atlantic,7,Withheld for confidentiality,1700000,8,2,84,90.0,72.6629,12.54
26,Service,5,South Atlantic,5,Hot or very hot,8000,1,5,60,,81.3848,1489.41
14,Education,7,West South Central,5,Hot or very hot,110000,2,2,10,,17.8622,99.04
2,Office,5,South Atlantic,5,Hot or very hot,215000,7,8,60,85.0,48.877,14.9
91,Other,5,South Atlantic,4,Warm,20000,3,9,40,,66.1734,589.53
14,Education,8,Mountain,7,Withheld for confidentiality,87000,3,8,112,,86.593,97.52
18,Lodging,7,West South Central,7,Withheld for confidentiality,73000,4,8,168,,59.5252,324.59
14,Education,9,Pacific,3,Mixed mild,76000,3,8,65,,21.7101,100.08
5,Nonrefrigerated warehouse,3,East North Central,1,Cold or very cold,6000,1,3,168,,3.3722,6921.06
2,Office,5,South Atlantic,5,Hot or very hot,2500,1,5,60,100.0,67.8304,1218.03
8,Outpatient health care,6,East South Central,4,Warm,5700,1,8,54,97.0,143.4351,1218.03
14,Education,4,West North Central,1,Cold or very cold,140000,2,5,66,,53.9112,99.04
14,Education,3,East North Central,2,Cool,63000,2,2,50,,103.9221,100.08
7,Public order and safety,9,Pacific,7,Withheld for confidentiality,460000,7,2,52,,33.3704,6.59
4,Laboratory,2,Middle Atlantic,3,Mixed mild,400000,12,8,168,,186.9529,9.88
8,Outpatient health care,3,East North Central,2,Cool,86000,2,7,37,100.0,132.9053,74.25
14,Education,8,Mountain,2,Cool,65000,1,7,45,,42.0591,383.99
18,Lodging,2,Middle Atlantic,3,Mixed mild,315000,18,2,168,,36.9217,8.76
2,Office,5,South Atlantic,4,Warm,3050,1,6,40,100.0,13.5797,3320.27
2,Office,8,Mountain,3,Mixed mild,13500,1,7,70,85.0,40.3037,1489.41
14,Education,5,South Atlantic,4,Warm,54000,3,8,45,,40.6328,431.11
12,Religious worship,8,Mountain,2,Cool,21000,1,9,20,,40.7639,774.84
2,Office,2,Middle Atlantic,3,Mixed mild,134000,5,8,50,100.0,43.8479,14.9
23,Strip shopping center,4,West North Central,1,Cold or very cold,98000,1,8,168,98.0,187.1675,175.02
8,Outpatient health care,1,New England,1,Cold or very cold,2650,1,6,70,100.0,82.9155,1195.14
14,Education,2,Middle Atlantic,3,Mixed mild,67000,2,4,40,,95.1296,303.46
18,Lodging,9,Pacific,7,Withheld for confidentiality,345000,12,6,168,,108.9901,9.11
6,Food sales,3,East North Central,1,Cold or very cold,54000,2,7,168,,417.5625,215.07
13,Public assembly,5,South Atlantic,4,Warm,2900,1,8,98,,243.4279,2800.45
5,Nonrefrigerated warehouse,7,West South Central,5,Hot or very hot,4000,1,6,60,,2.024,6659.94
14,Education,3,East North Central,2,Cool,67000,1,8,42,,84.2346,290.39
26,Service,7,West South Central,5,Hot or very hot,10000,1,4,85,,23.1805,2990.63
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,56000,2,6,40,,12.7347,118.55
2,Office,5,South Atlantic,4,Warm,415000,18,4,40,75.0,63.6414,14.9
2,Office,3,East North Central,7,Withheld for confidentiality,1800000,18,2,55,72.0,92.9677,59.79
15,Food service,8,Mountain,2,Cool,9400,1,6,84,,225.6594,4468.96
14,Education,3,East North Central,2,Cool,215000,3,5,50,,91.1661,100.08
14,Education,9,Pacific,7,Withheld for confidentiality,57000,5,4,60,,103.3095,227.11
2,Office,9,Pacific,4,Warm,11000,3,6,60,100.0,38.0465,611.8
25,Retail other than mall,5,South Atlantic,4,Warm,95000,1,8,156,,76.0915,125.04
2,Office,8,Mountain,2,Cool,485000,6,7,50,100.0,41.244,58.26
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,3000,1,6,20,,57.481,2990.63
14,Education,5,South Atlantic,3,Mixed mild,126000,3,2,35,,95.4474,99.04
26,Service,6,East South Central,4,Warm,10000,2,3,45,,23.4982,27.17
17,Nursing,7,West South Central,4,Warm,83000,3,7,168,,42.9775,99.04
2,Office,3,East North Central,2,Cool,13000,2,4,20,40.0,201.5392,4375.84
12,Religious worship,3,East North Central,2,Cool,30000,2,7,40,,20.4098,4375.84
2,Office,5,South Atlantic,5,Hot or very hot,225000,8,8,168,100.0,62.6554,58.26
2,Office,4,West North Central,1,Cold or very cold,285000,12,6,66,78.0,82.4652,14.9
2,Office,9,Pacific,4,Warm,77000,3,6,65,95.0,43.2051,227.11
25,Retail other than mall,5,South Atlantic,4,Warm,102000,2,6,65,,19.5268,125.04
25,Retail other than mall,3,East North Central,2,Cool,176000,4,8,168,,159.2661,15.06
23,Strip shopping center,3,East North Central,2,Cool,30000,1,5,57,91.0,145.0387,395.28
6,Food sales,2,Middle Atlantic,2,Cool,120000,2,7,168,,249.9846,97.78
8,Outpatient health care,5,South Atlantic,4,Warm,7000,2,8,40,100.0,65.3671,687.8
25,Retail other than mall,4,West North Central,2,Cool,12500,3,3,44,,33.7111,2934.43
5,Nonrefrigerated warehouse,7,West South Central,5,Hot or very hot,37000,2,6,50,,31.8776,1026.85
2,Office,6,East South Central,4,Warm,800000,18,5,11,90.0,61.9037,14.67
26,Service,7,West South Central,4,Warm,5000,1,3,45,,18.404,1218.03
5,Nonrefrigerated warehouse,9,Pacific,3,Mixed mild,55000,2,5,55,,17.7967,808.37
14,Education,8,Mountain,4,Warm,1200,1,7,49,,88.1167,3778.59
25,Retail other than mall,7,West South Central,5,Hot or very hot,2100,2,7,50,,66.4248,2990.63
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,142000,1,3,40,,42.1624,246.72
16,Inpatient health care,3,East North Central,7,Withheld for confidentiality,162000,3,6,168,,130.4074,111.06
2,Office,4,West North Central,2,Cool,1001,1,5,35,100.0,14.6953,6659.94
14,Education,6,East South Central,4,Warm,20750,3,3,50,,72.9203,1461.43
2,Office,5,South Atlantic,3,Mixed mild,210000,12,5,168,90.0,171.3909,8.84
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,200000,3,3,45,,29.4995,15.06
2,Office,5,South Atlantic,3,Mixed mild,355000,12,8,72,95.0,59.0776,14.9
2,Office,3,East North Central,7,Withheld for confidentiality,1800000,18,6,55,95.0,34.1174,15.06
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,255000,1,7,70,,29.1819,14.9
15,Food service,7,West South Central,4,Warm,1500,1,5,60,,270.6907,1218.03
14,Education,7,West South Central,3,Mixed mild,375000,2,9,70,,76.3915,57.95
2,Office,4,West North Central,3,Mixed mild,4500,3,2,42,33.0,33.5978,2934.43
2,Office,9,Pacific,4,Warm,110000,4,9,55,100.0,45.412,141.31
7,Public order and safety,6,East South Central,4,Warm,3000,1,5,168,,117.3187,6659.94
16,Inpatient health care,1,New England,7,Withheld for confidentiality,136000,5,5,168,,262.4745,7.62
23,Strip shopping center,6,East South Central,3,Mixed mild,305000,1,7,168,96.0,260.3166,75.35
26,Service,7,West South Central,5,Hot or very hot,1800,1,5,48,,27.1472,2990.63
17,Nursing,4,West North Central,2,Cool,67000,1,9,168,,114.6135,330.8
15,Food service,3,East North Central,1,Cold or very cold,4500,4,6,105,,126.6047,1265.79
6,Food sales,9,Pacific,1,Cold or very cold,180000,2,9,168,,157.4529,125.92
14,Education,5,South Atlantic,3,Mixed mild,285000,2,8,55,,71.4084,99.04
14,Education,3,East North Central,1,Cold or very cold,152000,1,7,60,,61.8067,48.01
23,Strip shopping center,3,East North Central,2,Cool,6500,1,5,55,64.0,145.828,4740.75
14,Education,5,South Atlantic,4,Warm,102000,2,5,60,,76.6349,44.64
13,Public assembly,2,Middle Atlantic,2,Cool,800000,7,7,168,,119.8569,48.85
13,Public assembly,8,Mountain,3,Mixed mild,16250,2,8,25,,26.048,621.37
26,Service,3,East North Central,2,Cool,260000,1,4,40,,18.7976,14.93
15,Food service,9,Pacific,5,Hot or very hot,1300,1,7,56,,112.9523,3075.23
25,Retail other than mall,4,West North Central,2,Cool,80000,1,5,90,,45.5781,352.17
15,Food service,9,Pacific,4,Warm,1800,1,2,84,,151.7422,1265.79
8,Outpatient health care,8,Mountain,2,Cool,51000,4,8,96,95.0,150.9843,126.08
18,Lodging,8,Mountain,3,Mixed mild,194000,9,8,168,,110.8047,6.63
2,Office,2,Middle Atlantic,3,Mixed mild,300000,8,8,54,100.0,50.4675,58.26
23,Strip shopping center,7,West South Central,5,Hot or very hot,255000,1,6,42,93.0,106.7954,98.04
2,Office,5,South Atlantic,3,Mixed mild,600000,18,8,60,90.0,38.2009,6.52
2,Office,4,West North Central,1,Cold or very cold,106000,2,6,60,80.0,68.73,139.58
13,Public assembly,2,Middle Atlantic,3,Mixed mild,25000,1,4,86,,131.3093,14.9
91,Other,2,Middle Atlantic,2,Cool,10000,1,6,84,,5.7128,1218.03
25,Retail other than mall,7,West South Central,4,Warm,5500,1,6,40,,12.4489,2990.63
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,116000,1,7,12,,14.8316,70.08
13,Public assembly,2,Middle Atlantic,3,Mixed mild,5200,2,4,10,,112.1888,1779.2
26,Service,9,Pacific,4,Warm,1600,2,3,50,,72.5425,3075.23
16,Inpatient health care,5,South Atlantic,7,Withheld for confidentiality,260000,5,3,168,,240.2346,10.07
91,Other,2,Middle Atlantic,3,Mixed mild,6000,3,5,24,,109.0932,1408.23
17,Nursing,2,Middle Atlantic,2,Cool,290000,4,6,168,,151.5601,8.84
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,450000,2,6,168,,4.1384,14.9
8,Outpatient health care,4,West North Central,2,Cool,118000,4,7,59,100.0,159.9319,17.78
16,Inpatient health care,5,South Atlantic,7,Withheld for confidentiality,23500,1,4,168,,171.0463,195.61
8,Outpatient health care,5,South Atlantic,4,Warm,10000,2,4,50,90.0,45.3101,1218.03
25,Retail other than mall,9,Pacific,3,Mixed mild,2350,1,8,85,,32.2128,3872.84
14,Education,7,West South Central,7,Withheld for confidentiality,8000,2,4,70,,77.2148,1426.39
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,340000,1,7,120,,53.9464,15.06
26,Service,9,Pacific,4,Warm,60000,1,5,60,,23.1944,215.07
2,Office,6,East South Central,4,Warm,205000,12,7,60,100.0,65.2095,14.67
26,Service,4,West North Central,3,Mixed mild,4000,1,8,25,,16.7013,2990.63
16,Inpatient health care,2,Middle Atlantic,7,Withheld for confidentiality,415000,4,7,168,,222.4406,50.87
5,Nonrefrigerated warehouse,7,West South Central,5,Hot or very hot,34000,1,7,20,,1.8659,1030.4
5,Nonrefrigerated warehouse,1,New England,1,Cold or very cold,33500,1,6,40,,10.1499,27.28
12,Religious worship,9,Pacific,5,Hot or very hot,2000,1,5,30,,36.2965,3075.23
13,Public assembly,5,South Atlantic,5,Hot or very hot,2600,1,8,84,,174.9885,2990.63
13,Public assembly,1,New England,2,Cool,12000,2,4,168,,6.402,1195.14
8,Outpatient health care,2,Middle Atlantic,2,Cool,75000,4,7,50,100.0,77.5591,127.33
5,Nonrefrigerated warehouse,7,West South Central,5,Hot or very hot,75000,1,8,60,,56.7052,247.57
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,425000,2,5,70,,10.1673,32.47
18,Lodging,9,Pacific,4,Warm,174000,2,6,168,,36.4693,15.06
18,Lodging,2,Middle Atlantic,3,Mixed mild,190000,5,8,168,,97.8563,6.63
13,Public assembly,5,South Atlantic,4,Warm,130000,3,8,168,,128.6275,117.32
2,Office,9,Pacific,4,Warm,60000,2,5,50,100.0,51.7318,141.31
2,Office,5,South Atlantic,3,Mixed mild,150000,3,2,60,100.0,22.5623,8.84
23,Strip shopping center,5,South Atlantic,5,Hot or very hot,10250,1,6,55,65.0,125.1599,4740.75
91,Other,5,South Atlantic,3,Mixed mild,230000,1,8,168,,923.3154,20.9
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,600000,2,6,40,,21.0206,70.08
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,150000,2,7,168,,31.59,14.9
17,Nursing,2,Middle Atlantic,3,Mixed mild,58000,1,6,168,,237.976,8.84
2,Office,2,Middle Atlantic,3,Mixed mild,900000,18,5,168,85.0,209.2802,58.26
14,Education,3,East North Central,2,Cool,62000,3,2,55,,26.4443,306.64
5,Nonrefrigerated warehouse,9,Pacific,3,Mixed mild,132000,2,7,50,,27.0153,338.72
2,Office,9,Pacific,5,Hot or very hot,4000,2,6,40,100.0,5.2408,677.49
23,Strip shopping center,2,Middle Atlantic,2,Cool,37500,1,7,55,59.0,78.4081,841.34
25,Retail other than mall,8,Mountain,1,Cold or very cold,205000,1,7,168,,108.498,44.87
5,Nonrefrigerated warehouse,7,West South Central,5,Hot or very hot,8100,1,6,40,,10.0227,3420.76
18,Lodging,8,Mountain,7,Withheld for confidentiality,200000,5,6,168,,70.113,8.87
2,Office,2,Middle Atlantic,3,Mixed mild,245000,18,6,66,80.0,58.9925,14.9
18,Lodging,9,Pacific,4,Warm,96000,1,3,168,,76.3238,100.08
23,Strip shopping center,3,East North Central,2,Cool,420000,1,6,75,86.0,148.2874,78.48
25,Retail other than mall,7,West South Central,4,Warm,100000,1,7,102,,79.1742,125.04
2,Office,5,South Atlantic,3,Mixed mild,305000,6,6,60,92.0,23.9725,63.15
13,Public assembly,5,South Atlantic,3,Mixed mild,4000,3,7,40,,41.361,1745.76
14,Education,3,East North Central,2,Cool,48500,1,3,40,,49.8237,292.55
2,Office,9,Pacific,3,Mixed mild,700000,18,8,50,100.0,54.331,6.59
12,Religious worship,7,West South Central,5,Hot or very hot,41000,1,8,48,,24.5822,244.16
25,Retail other than mall,9,Pacific,3,Mixed mild,65000,1,7,80,,70.5166,125.92
26,Service,5,South Atlantic,4,Warm,20250,1,7,38,,89.5676,591.56
2,Office,9,Pacific,4,Warm,27000,2,5,66,100.0,97.1789,312.77
2,Office,5,South Atlantic,5,Hot or very hot,62000,3,8,54,91.0,79.1395,309.52
18,Lodging,7,West South Central,3,Mixed mild,2500,1,5,168,,109.59,1195.14
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,500001,2,9,45,,31.4612,69.36
18,Lodging,3,East North Central,3,Mixed mild,235000,8,4,168,,103.2568,50.03
23,Strip shopping center,5,South Atlantic,4,Warm,215000,1,7,75,100.0,151.9539,10.71
25,Retail other than mall,7,West South Central,5,Hot or very hot,186000,1,7,168,,44.2673,125.04
18,Lodging,6,East South Central,4,Warm,30000,2,4,168,,90.1943,495.15
14,Education,5,South Atlantic,3,Mixed mild,62000,3,7,50,,40.3968,429.63
